y,ds,unique_id,index,TimesNet
204.0,2025-07-27 07:30:00,series_1,9,203.19292
182.0,2025-07-27 07:35:00,series_1,10,199.0434
167.0,2025-07-27 07:40:00,series_1,11,213.17126
169.0,2025-07-27 07:45:00,series_1,12,212.73875
180.0,2025-07-27 07:50:00,series_1,13,205.08665
176.0,2025-07-27 07:55:00,series_1,14,199.13492
158.0,2025-07-27 08:00:00,series_1,15,221.30492
167.0,2025-07-27 08:05:00,series_1,16,205.73154
176.0,2025-07-27 08:10:00,series_1,17,216.24011
203.0,2025-07-27 08:15:00,series_1,18,184.89185
195.0,2025-07-27 08:20:00,series_1,19,202.29112
199.0,2025-07-27 08:25:00,series_1,20,173.16153
177.0,2025-07-27 08:30:00,series_1,21,183.92384
168.0,2025-07-27 08:35:00,series_1,22,174.70921
180.0,2025-07-27 08:40:00,series_1,23,175.34286
171.0,2025-07-27 08:45:00,series_1,0,178.37805
169.0,2025-07-27 08:50:00,series_1,1,174.20337
164.0,2025-07-27 08:55:00,series_1,2,166.23856
174.0,2025-07-27 09:00:00,series_1,3,176.1977
175.0,2025-07-27 09:05:00,series_1,4,164.93094
181.0,2025-07-27 09:10:00,series_1,5,147.53746
179.0,2025-07-27 09:15:00,series_1,6,150.30347
189.0,2025-07-27 09:20:00,series_1,7,138.03136
198.0,2025-07-27 09:25:00,series_1,8,153.79868
204.0,2025-07-27 09:30:00,series_1,9,149.93562
214.0,2025-07-27 09:35:00,series_1,10,84.23534
191.0,2025-07-27 09:40:00,series_1,11,130.5215
197.0,2025-07-27 09:45:00,series_1,12,117.27841
210.0,2025-07-27 09:50:00,series_1,13,98.04048
193.0,2025-07-27 09:55:00,series_1,14,101.990425
199.0,2025-07-27 10:00:00,series_1,15,96.00612
209.0,2025-07-27 10:05:00,series_1,16,66.76071
204.0,2025-07-27 10:10:00,series_1,17,67.77197
205.0,2025-07-27 10:15:00,series_1,18,63.495388
194.0,2025-07-27 10:20:00,series_1,19,29.65625
198.0,2025-07-27 10:25:00,series_1,20,79.11919
193.0,2025-07-27 10:30:00,series_1,21,80.271866
209.0,2025-07-27 10:35:00,series_1,22,84.78851
203.0,2025-07-27 10:40:00,series_1,23,84.990395
198.0,2025-07-27 10:45:00,series_1,0,202.18655
215.0,2025-07-27 10:50:00,series_1,1,213.86014
293.0,2025-07-27 10:55:00,series_1,2,200.30334
272.0,2025-07-27 11:00:00,series_1,3,203.8113
199.0,2025-07-27 11:05:00,series_1,4,214.30353
201.0,2025-07-27 11:10:00,series_1,5,221.97505
238.0,2025-07-27 11:15:00,series_1,6,217.46387
220.0,2025-07-27 11:20:00,series_1,7,210.04735
223.0,2025-07-27 11:25:00,series_1,8,212.19147
217.0,2025-07-27 11:30:00,series_1,9,215.8958
232.0,2025-07-27 11:35:00,series_1,10,214.3721
213.0,2025-07-27 11:40:00,series_1,11,219.79008
208.0,2025-07-27 11:45:00,series_1,12,225.95105
227.0,2025-07-27 11:50:00,series_1,13,243.37198
256.0,2025-07-27 11:55:00,series_1,14,219.5782
277.0,2025-07-27 12:00:00,series_1,15,228.87134
294.0,2025-07-27 12:05:00,series_1,16,233.31851
296.0,2025-07-27 12:10:00,series_1,17,237.95697
301.0,2025-07-27 12:15:00,series_1,18,209.44122
320.0,2025-07-27 12:20:00,series_1,19,232.06555
323.0,2025-07-27 12:25:00,series_1,20,209.86252
303.0,2025-07-27 12:30:00,series_1,21,222.11424
296.0,2025-07-27 12:35:00,series_1,22,235.04147
287.0,2025-07-27 12:40:00,series_1,23,216.39818
317.0,2025-07-27 12:45:00,series_1,0,336.04724
281.0,2025-07-27 12:50:00,series_1,1,317.95068
286.0,2025-07-27 12:55:00,series_1,2,315.93857
298.0,2025-07-27 13:00:00,series_1,3,325.666
287.0,2025-07-27 13:05:00,series_1,4,335.8377
263.0,2025-07-27 13:10:00,series_1,5,336.15402
265.0,2025-07-27 13:15:00,series_1,6,349.1989
267.0,2025-07-27 13:20:00,series_1,7,355.72083
262.0,2025-07-27 13:25:00,series_1,8,340.3366
244.0,2025-07-27 13:30:00,series_1,9,355.13208
261.0,2025-07-27 13:35:00,series_1,10,325.38885
262.0,2025-07-27 13:40:00,series_1,11,330.2579
284.0,2025-07-27 13:45:00,series_1,12,313.52176
302.0,2025-07-27 13:50:00,series_1,13,311.08038
343.0,2025-07-27 13:55:00,series_1,14,316.22192
278.0,2025-07-27 14:00:00,series_1,15,321.118
261.0,2025-07-27 14:05:00,series_1,16,297.37784
263.0,2025-07-27 14:10:00,series_1,17,297.15225
272.0,2025-07-27 14:15:00,series_1,18,284.30972
251.0,2025-07-27 14:20:00,series_1,19,275.06094
244.0,2025-07-27 14:25:00,series_1,20,287.95203
243.0,2025-07-27 14:30:00,series_1,21,271.90497
243.0,2025-07-27 14:35:00,series_1,22,279.765
238.0,2025-07-27 14:40:00,series_1,23,279.0762
243.0,2025-07-27 14:45:00,series_1,0,199.79839
257.0,2025-07-27 14:50:00,series_1,1,212.21852
244.0,2025-07-27 14:55:00,series_1,2,221.72745
276.0,2025-07-27 15:00:00,series_1,3,216.42014
276.0,2025-07-27 15:05:00,series_1,4,194.84023
292.0,2025-07-27 15:10:00,series_1,5,193.25902
294.0,2025-07-27 15:15:00,series_1,6,200.40102
293.0,2025-07-27 15:20:00,series_1,7,188.60902
292.0,2025-07-27 15:25:00,series_1,8,210.88544
255.0,2025-07-27 15:30:00,series_1,9,212.27501
234.0,2025-07-27 15:35:00,series_1,10,219.70998
234.0,2025-07-27 15:40:00,series_1,11,220.29933
230.0,2025-07-27 15:45:00,series_1,12,218.88692
225.0,2025-07-27 15:50:00,series_1,13,229.51799
223.0,2025-07-27 15:55:00,series_1,14,218.66913
261.0,2025-07-27 16:00:00,series_1,15,253.1717
239.0,2025-07-27 16:05:00,series_1,16,217.94824
242.0,2025-07-27 16:10:00,series_1,17,214.66621
235.0,2025-07-27 16:15:00,series_1,18,225.56747
234.0,2025-07-27 16:20:00,series_1,19,233.63593
222.0,2025-07-27 16:25:00,series_1,20,213.02744
241.0,2025-07-27 16:30:00,series_1,21,237.86531
236.0,2025-07-27 16:35:00,series_1,22,235.74396
233.0,2025-07-27 16:40:00,series_1,23,218.14368
229.0,2025-07-27 16:45:00,series_1,0,272.56366
205.0,2025-07-27 16:50:00,series_1,1,291.74512
198.0,2025-07-27 16:55:00,series_1,2,270.56616
210.0,2025-07-27 17:00:00,series_1,3,265.8473
173.0,2025-07-27 17:05:00,series_1,4,264.06308
167.0,2025-07-27 17:10:00,series_1,5,279.09845
173.0,2025-07-27 17:15:00,series_1,6,267.28275
162.0,2025-07-27 17:20:00,series_1,7,250.71576
163.0,2025-07-27 17:25:00,series_1,8,267.58228
167.0,2025-07-27 17:30:00,series_1,9,257.98105
165.0,2025-07-27 17:35:00,series_1,10,277.20013
162.0,2025-07-27 17:40:00,series_1,11,273.31772
164.0,2025-07-27 17:45:00,series_1,12,291.13132
177.0,2025-07-27 17:50:00,series_1,13,306.99615
220.0,2025-07-27 17:55:00,series_1,14,283.41165
235.0,2025-07-27 18:00:00,series_1,15,299.1602
250.0,2025-07-27 18:05:00,series_1,16,282.40506
247.0,2025-07-27 18:10:00,series_1,17,305.2453
228.0,2025-07-27 18:15:00,series_1,18,305.06955
235.0,2025-07-27 18:20:00,series_1,19,293.19244
256.0,2025-07-27 18:25:00,series_1,20,277.64166
255.0,2025-07-27 18:30:00,series_1,21,284.80167
267.0,2025-07-27 18:35:00,series_1,22,259.61295
296.0,2025-07-27 18:40:00,series_1,23,261.5144
281.0,2025-07-27 18:45:00,series_1,0,273.05948
283.0,2025-07-27 18:50:00,series_1,1,305.0966
315.0,2025-07-27 18:55:00,series_1,2,294.44394
331.0,2025-07-27 19:00:00,series_1,3,322.19623
309.0,2025-07-27 19:05:00,series_1,4,322.3628
362.0,2025-07-27 19:10:00,series_1,5,331.56204
368.0,2025-07-27 19:15:00,series_1,6,371.4917
348.0,2025-07-27 19:20:00,series_1,7,385.78967
350.0,2025-07-27 19:25:00,series_1,8,389.74463
386.0,2025-07-27 19:30:00,series_1,9,393.1407
376.0,2025-07-27 19:35:00,series_1,10,393.0656
399.0,2025-07-27 19:40:00,series_1,11,396.11127
394.0,2025-07-27 19:45:00,series_1,12,392.24268
390.0,2025-07-27 19:50:00,series_1,13,379.2081
413.0,2025-07-27 19:55:00,series_1,14,377.20566
399.0,2025-07-27 20:00:00,series_1,15,380.94644
407.0,2025-07-27 20:05:00,series_1,16,395.2129
388.0,2025-07-27 20:10:00,series_1,17,392.95496
397.0,2025-07-27 20:15:00,series_1,18,393.2017
406.0,2025-07-27 20:20:00,series_1,19,424.9655
412.0,2025-07-27 20:25:00,series_1,20,401.1308
431.0,2025-07-27 20:30:00,series_1,21,417.54755
403.0,2025-07-27 20:35:00,series_1,22,383.90015
394.0,2025-07-27 20:40:00,series_1,23,357.83438
421.0,2025-07-27 20:45:00,series_1,0,452.03467
431.0,2025-07-27 20:50:00,series_1,1,451.1737
441.0,2025-07-27 20:55:00,series_1,2,461.7406
423.0,2025-07-27 21:00:00,series_1,3,449.07666
415.0,2025-07-27 21:05:00,series_1,4,444.95038
416.0,2025-07-27 21:10:00,series_1,5,448.4158
420.0,2025-07-27 21:15:00,series_1,6,429.1567
396.0,2025-07-27 21:20:00,series_1,7,431.7897
397.0,2025-07-27 21:25:00,series_1,8,435.51642
365.0,2025-07-27 21:30:00,series_1,9,443.52637
340.0,2025-07-27 21:35:00,series_1,10,442.40375
322.0,2025-07-27 21:40:00,series_1,11,429.6847
326.0,2025-07-27 21:45:00,series_1,12,415.30978
300.0,2025-07-27 21:50:00,series_1,13,431.82712
297.0,2025-07-27 21:55:00,series_1,14,405.4005
320.0,2025-07-27 22:00:00,series_1,15,362.86505
323.0,2025-07-27 22:05:00,series_1,16,373.44446
303.0,2025-07-27 22:10:00,series_1,17,361.09717
265.0,2025-07-27 22:15:00,series_1,18,367.11102
262.0,2025-07-27 22:20:00,series_1,19,378.9707
271.0,2025-07-27 22:25:00,series_1,20,336.0946
256.0,2025-07-27 22:30:00,series_1,21,345.0401
242.0,2025-07-27 22:35:00,series_1,22,315.9716
208.0,2025-07-27 22:40:00,series_1,23,315.40887
240.0,2025-07-27 22:45:00,series_1,0,193.09962
221.0,2025-07-27 22:50:00,series_1,1,170.72748
193.0,2025-07-27 22:55:00,series_1,2,173.35397
188.0,2025-07-27 23:00:00,series_1,3,158.8226
184.0,2025-07-27 23:05:00,series_1,4,161.27454
181.0,2025-07-27 23:10:00,series_1,5,157.82614
169.0,2025-07-27 23:15:00,series_1,6,139.63716
146.0,2025-07-27 23:20:00,series_1,7,98.37576
129.0,2025-07-27 23:25:00,series_1,8,114.81351
119.0,2025-07-27 23:30:00,series_1,9,130.92279
109.0,2025-07-27 23:35:00,series_1,10,119.52167
122.0,2025-07-27 23:40:00,series_1,11,120.04515
105.0,2025-07-27 23:45:00,series_1,12,119.48628
112.0,2025-07-27 23:50:00,series_1,13,116.179504
126.0,2025-07-27 23:55:00,series_1,14,93.257675
120.0,2025-07-28 00:00:00,series_1,15,103.86899
113.0,2025-07-28 00:05:00,series_1,16,91.11743
94.0,2025-07-28 00:10:00,series_1,17,89.30081
89.0,2025-07-28 00:15:00,series_1,18,101.09775
83.0,2025-07-28 00:20:00,series_1,19,97.0381
79.0,2025-07-28 00:25:00,series_1,20,92.23503
72.0,2025-07-28 00:30:00,series_1,21,84.52875
72.0,2025-07-28 00:35:00,series_1,22,73.09819
73.0,2025-07-28 00:40:00,series_1,23,38.185394
72.0,2025-07-28 00:45:00,series_1,0,58.374435
65.0,2025-07-28 00:50:00,series_1,1,66.6581
69.0,2025-07-28 00:55:00,series_1,2,57.99794
61.0,2025-07-28 01:00:00,series_1,3,62.98085
60.0,2025-07-28 01:05:00,series_1,4,63.826935
54.0,2025-07-28 01:10:00,series_1,5,58.571808
54.0,2025-07-28 01:15:00,series_1,6,55.647903
55.0,2025-07-28 01:20:00,series_1,7,59.25113
52.0,2025-07-28 01:25:00,series_1,8,41.69348
48.0,2025-07-28 01:30:00,series_1,9,40.30095
44.0,2025-07-28 01:35:00,series_1,10,42.220535
52.0,2025-07-28 01:40:00,series_1,11,47.312866
44.0,2025-07-28 01:45:00,series_1,12,61.32225
44.0,2025-07-28 01:50:00,series_1,13,40.14418
46.0,2025-07-28 01:55:00,series_1,14,53.732254
40.0,2025-07-28 02:00:00,series_1,15,54.880814
39.0,2025-07-28 02:05:00,series_1,16,33.086655
42.0,2025-07-28 02:10:00,series_1,17,23.14206
37.0,2025-07-28 02:15:00,series_1,18,24.963867
39.0,2025-07-28 02:20:00,series_1,19,19.244354
41.0,2025-07-28 02:25:00,series_1,20,24.85968
36.0,2025-07-28 02:30:00,series_1,21,37.83365
44.0,2025-07-28 02:35:00,series_1,22,39.083664
46.0,2025-07-28 02:40:00,series_1,23,45.17636
38.0,2025-07-28 02:45:00,series_1,0,12.2901
41.0,2025-07-28 02:50:00,series_1,1,12.203445
43.0,2025-07-28 02:55:00,series_1,2,20.677689
38.0,2025-07-28 03:00:00,series_1,3,22.73056
36.0,2025-07-28 03:05:00,series_1,4,13.734161
38.0,2025-07-28 03:10:00,series_1,5,29.35466
34.0,2025-07-28 03:15:00,series_1,6,13.126175
36.0,2025-07-28 03:20:00,series_1,7,-3.3343506
37.0,2025-07-28 03:25:00,series_1,8,-6.3652496
34.0,2025-07-28 03:30:00,series_1,9,-5.978882
38.0,2025-07-28 03:35:00,series_1,10,-1.3490906
44.0,2025-07-28 03:40:00,series_1,11,-12.395172
45.0,2025-07-28 03:45:00,series_1,12,3.0846558
41.0,2025-07-28 03:50:00,series_1,13,-2.8259583
39.0,2025-07-28 03:55:00,series_1,14,-7.276062
43.0,2025-07-28 04:00:00,series_1,15,-5.634445
41.0,2025-07-28 04:05:00,series_1,16,9.912125
44.0,2025-07-28 04:10:00,series_1,17,8.63237
44.0,2025-07-28 04:15:00,series_1,18,7.7254333
41.0,2025-07-28 04:20:00,series_1,19,7.2487183
44.0,2025-07-28 04:25:00,series_1,20,1.446701
48.0,2025-07-28 04:30:00,series_1,21,4.373749
49.0,2025-07-28 04:35:00,series_1,22,15.850357
41.0,2025-07-28 04:40:00,series_1,23,16.153564
39.0,2025-07-28 04:45:00,series_1,0,48.920753
37.0,2025-07-28 04:50:00,series_1,1,52.45967
42.0,2025-07-28 04:55:00,series_1,2,56.999718
41.0,2025-07-28 05:00:00,series_1,3,71.063156
42.0,2025-07-28 05:05:00,series_1,4,70.261925
53.0,2025-07-28 05:10:00,series_1,5,82.9429
49.0,2025-07-28 05:15:00,series_1,6,90.55904
49.0,2025-07-28 05:20:00,series_1,7,91.36781
63.0,2025-07-28 05:25:00,series_1,8,102.613525
68.0,2025-07-28 05:30:00,series_1,9,114.992424
75.0,2025-07-28 05:35:00,series_1,10,117.199265
104.0,2025-07-28 05:40:00,series_1,11,136.54272
100.0,2025-07-28 05:45:00,series_1,12,154.58658
114.0,2025-07-28 05:50:00,series_1,13,158.67511
146.0,2025-07-28 05:55:00,series_1,14,189.54755
138.0,2025-07-28 06:00:00,series_1,15,192.09966
164.0,2025-07-28 06:05:00,series_1,16,204.8578
138.0,2025-07-28 06:10:00,series_1,17,224.9949
148.0,2025-07-28 06:15:00,series_1,18,198.33202
151.0,2025-07-28 06:20:00,series_1,19,219.89395
163.0,2025-07-28 06:25:00,series_1,20,239.759
169.0,2025-07-28 06:30:00,series_1,21,240.59315
184.0,2025-07-28 06:35:00,series_1,22,238.4977
183.0,2025-07-28 06:40:00,series_1,23,212.52495
182.0,2025-07-28 06:45:00,series_1,0,191.38493
173.0,2025-07-28 06:50:00,series_1,1,190.53326
189.0,2025-07-28 06:55:00,series_1,2,199.29771
178.0,2025-07-28 07:00:00,series_1,3,202.85005
188.0,2025-07-28 07:05:00,series_1,4,206.13466
182.0,2025-07-28 07:10:00,series_1,5,210.83537
178.0,2025-07-28 07:15:00,series_1,6,219.00304
173.0,2025-07-28 07:20:00,series_1,7,216.51447
171.0,2025-07-28 07:25:00,series_1,8,201.70564
162.0,2025-07-28 07:30:00,series_1,9,222.52888
200.0,2025-07-28 07:35:00,series_1,10,207.68614
196.0,2025-07-28 07:40:00,series_1,11,233.19728
178.0,2025-07-28 07:45:00,series_1,12,225.8675
188.0,2025-07-28 07:50:00,series_1,13,228.2578
187.0,2025-07-28 07:55:00,series_1,14,216.38681
167.0,2025-07-28 08:00:00,series_1,15,248.32092
171.0,2025-07-28 08:05:00,series_1,16,229.85677
165.0,2025-07-28 08:10:00,series_1,17,232.85889
163.0,2025-07-28 08:15:00,series_1,18,205.39124
161.0,2025-07-28 08:20:00,series_1,19,217.10172
182.0,2025-07-28 08:25:00,series_1,20,193.68251
196.0,2025-07-28 08:30:00,series_1,21,206.61626
170.0,2025-07-28 08:35:00,series_1,22,198.0993
173.0,2025-07-28 08:40:00,series_1,23,208.3625
188.0,2025-07-28 08:45:00,series_1,0,172.6549
186.0,2025-07-28 08:50:00,series_1,1,178.6059
217.0,2025-07-28 08:55:00,series_1,2,185.01932
213.0,2025-07-28 09:00:00,series_1,3,175.16571
215.0,2025-07-28 09:05:00,series_1,4,163.74254
203.0,2025-07-28 09:10:00,series_1,5,163.66092
211.0,2025-07-28 09:15:00,series_1,6,145.5558
229.0,2025-07-28 09:20:00,series_1,7,146.00497
224.0,2025-07-28 09:25:00,series_1,8,168.30357
227.0,2025-07-28 09:30:00,series_1,9,174.31082
217.0,2025-07-28 09:35:00,series_1,10,147.01698
210.0,2025-07-28 09:40:00,series_1,11,161.04001
221.0,2025-07-28 09:45:00,series_1,12,144.07495
210.0,2025-07-28 09:50:00,series_1,13,143.77217
204.0,2025-07-28 09:55:00,series_1,14,133.85547
230.0,2025-07-28 10:00:00,series_1,15,147.67395
212.0,2025-07-28 10:05:00,series_1,16,109.48529
200.0,2025-07-28 10:10:00,series_1,17,134.57774
201.0,2025-07-28 10:15:00,series_1,18,130.15015
218.0,2025-07-28 10:20:00,series_1,19,92.41223
228.0,2025-07-28 10:25:00,series_1,20,126.777596
229.0,2025-07-28 10:30:00,series_1,21,113.89363
226.0,2025-07-28 10:35:00,series_1,22,93.27759
239.0,2025-07-28 10:40:00,series_1,23,73.51909
228.0,2025-07-28 10:45:00,series_1,0,251.59998
248.0,2025-07-28 10:50:00,series_1,1,257.17236
226.0,2025-07-28 10:55:00,series_1,2,264.41052
241.0,2025-07-28 11:00:00,series_1,3,261.26743
230.0,2025-07-28 11:05:00,series_1,4,258.47763
245.0,2025-07-28 11:10:00,series_1,5,262.28827
247.0,2025-07-28 11:15:00,series_1,6,262.60342
242.0,2025-07-28 11:20:00,series_1,7,265.08478
269.0,2025-07-28 11:25:00,series_1,8,250.25339
291.0,2025-07-28 11:30:00,series_1,9,249.7999
274.0,2025-07-28 11:35:00,series_1,10,256.47748
255.0,2025-07-28 11:40:00,series_1,11,254.25624
264.0,2025-07-28 11:45:00,series_1,12,262.98248
289.0,2025-07-28 11:50:00,series_1,13,259.1094
255.0,2025-07-28 11:55:00,series_1,14,256.37708
285.0,2025-07-28 12:00:00,series_1,15,252.88293
307.0,2025-07-28 12:05:00,series_1,16,246.57294
301.0,2025-07-28 12:10:00,series_1,17,264.7718
278.0,2025-07-28 12:15:00,series_1,18,263.85944
257.0,2025-07-28 12:20:00,series_1,19,272.7254
274.0,2025-07-28 12:25:00,series_1,20,275.13043
262.0,2025-07-28 12:30:00,series_1,21,271.82715
276.0,2025-07-28 12:35:00,series_1,22,262.26138
266.0,2025-07-28 12:40:00,series_1,23,263.6514
277.0,2025-07-28 12:45:00,series_1,0,274.53302
283.0,2025-07-28 12:50:00,series_1,1,276.24457
263.0,2025-07-28 12:55:00,series_1,2,283.933
260.0,2025-07-28 13:00:00,series_1,3,283.65723
264.0,2025-07-28 13:05:00,series_1,4,285.57565
265.0,2025-07-28 13:10:00,series_1,5,292.82556
269.0,2025-07-28 13:15:00,series_1,6,273.93323
252.0,2025-07-28 13:20:00,series_1,7,281.76468
253.0,2025-07-28 13:25:00,series_1,8,266.649
262.0,2025-07-28 13:30:00,series_1,9,256.6644
256.0,2025-07-28 13:35:00,series_1,10,254.58395
238.0,2025-07-28 13:40:00,series_1,11,264.9434
235.0,2025-07-28 13:45:00,series_1,12,263.48492
223.0,2025-07-28 13:50:00,series_1,13,260.38806
225.0,2025-07-28 13:55:00,series_1,14,260.05374
236.0,2025-07-28 14:00:00,series_1,15,260.83154
243.0,2025-07-28 14:05:00,series_1,16,258.03665
268.0,2025-07-28 14:10:00,series_1,17,264.25046
238.0,2025-07-28 14:15:00,series_1,18,254.93431
237.0,2025-07-28 14:20:00,series_1,19,246.24805
251.0,2025-07-28 14:25:00,series_1,20,257.4758
232.0,2025-07-28 14:30:00,series_1,21,251.16696
219.0,2025-07-28 14:35:00,series_1,22,254.02298
216.0,2025-07-28 14:40:00,series_1,23,256.8906
212.0,2025-07-28 14:45:00,series_1,0,239.58871
219.0,2025-07-28 14:50:00,series_1,1,243.0628
233.0,2025-07-28 14:55:00,series_1,2,237.32072
238.0,2025-07-28 15:00:00,series_1,3,238.89691
212.0,2025-07-28 15:05:00,series_1,4,241.22601
215.0,2025-07-28 15:10:00,series_1,5,232.70274
217.0,2025-07-28 15:15:00,series_1,6,229.85956
197.0,2025-07-28 15:20:00,series_1,7,223.82028
202.0,2025-07-28 15:25:00,series_1,8,218.29932
193.0,2025-07-28 15:30:00,series_1,9,215.77792
195.0,2025-07-28 15:35:00,series_1,10,212.90585
219.0,2025-07-28 15:40:00,series_1,11,213.2732
213.0,2025-07-28 15:45:00,series_1,12,207.9063
200.0,2025-07-28 15:50:00,series_1,13,210.32
186.0,2025-07-28 15:55:00,series_1,14,203.56555
191.0,2025-07-28 16:00:00,series_1,15,202.40935
179.0,2025-07-28 16:05:00,series_1,16,200.01314
180.0,2025-07-28 16:10:00,series_1,17,197.82916
183.0,2025-07-28 16:15:00,series_1,18,195.72028
193.0,2025-07-28 16:20:00,series_1,19,186.29153
191.0,2025-07-28 16:25:00,series_1,20,194.80902
192.0,2025-07-28 16:30:00,series_1,21,197.11945
197.0,2025-07-28 16:35:00,series_1,22,194.1027
204.0,2025-07-28 16:40:00,series_1,23,195.15714
189.0,2025-07-28 16:45:00,series_1,0,187.00679
199.0,2025-07-28 16:50:00,series_1,1,191.71301
192.0,2025-07-28 16:55:00,series_1,2,187.32677
212.0,2025-07-28 17:00:00,series_1,3,189.9035
185.0,2025-07-28 17:05:00,series_1,4,188.36072
192.0,2025-07-28 17:10:00,series_1,5,191.90253
198.0,2025-07-28 17:15:00,series_1,6,199.49374
187.0,2025-07-28 17:20:00,series_1,7,190.69272
199.0,2025-07-28 17:25:00,series_1,8,184.8504
191.0,2025-07-28 17:30:00,series_1,9,192.53314
194.0,2025-07-28 17:35:00,series_1,10,190.38206
195.0,2025-07-28 17:40:00,series_1,11,180.12572
213.0,2025-07-28 17:45:00,series_1,12,194.57614
217.0,2025-07-28 17:50:00,series_1,13,194.41785
222.0,2025-07-28 17:55:00,series_1,14,192.7812
227.0,2025-07-28 18:00:00,series_1,15,198.6905
240.0,2025-07-28 18:05:00,series_1,16,210.47246
253.0,2025-07-28 18:10:00,series_1,17,206.29573
235.0,2025-07-28 18:15:00,series_1,18,213.37344
260.0,2025-07-28 18:20:00,series_1,19,222.69225
245.0,2025-07-28 18:25:00,series_1,20,221.12964
264.0,2025-07-28 18:30:00,series_1,21,232.44289
248.0,2025-07-28 18:35:00,series_1,22,243.6877
260.0,2025-07-28 18:40:00,series_1,23,231.91078
313.0,2025-07-28 18:45:00,series_1,0,281.84955
248.0,2025-07-28 18:50:00,series_1,1,291.7691
248.0,2025-07-28 18:55:00,series_1,2,306.1772
253.0,2025-07-28 19:00:00,series_1,3,306.93802
260.0,2025-07-28 19:05:00,series_1,4,319.7541
279.0,2025-07-28 19:10:00,series_1,5,324.8522
318.0,2025-07-28 19:15:00,series_1,6,329.52155
356.0,2025-07-28 19:20:00,series_1,7,329.33713
351.0,2025-07-28 19:25:00,series_1,8,341.72092
339.0,2025-07-28 19:30:00,series_1,9,349.25882
376.0,2025-07-28 19:35:00,series_1,10,353.70392
350.0,2025-07-28 19:40:00,series_1,11,360.15903
362.0,2025-07-28 19:45:00,series_1,12,365.65332
361.0,2025-07-28 19:50:00,series_1,13,363.32745
361.0,2025-07-28 19:55:00,series_1,14,374.06006
354.0,2025-07-28 20:00:00,series_1,15,373.39832
353.0,2025-07-28 20:05:00,series_1,16,375.4089
406.0,2025-07-28 20:10:00,series_1,17,379.7179
436.0,2025-07-28 20:15:00,series_1,18,379.35876
426.0,2025-07-28 20:20:00,series_1,19,383.75015
416.0,2025-07-28 20:25:00,series_1,20,381.54147
441.0,2025-07-28 20:30:00,series_1,21,378.57037
439.0,2025-07-28 20:35:00,series_1,22,378.93533
451.0,2025-07-28 20:40:00,series_1,23,374.84326
443.0,2025-07-28 20:45:00,series_1,0,468.40173
434.0,2025-07-28 20:50:00,series_1,1,471.61206
430.0,2025-07-28 20:55:00,series_1,2,463.45984
427.0,2025-07-28 21:00:00,series_1,3,452.72577
424.0,2025-07-28 21:05:00,series_1,4,456.85956
420.0,2025-07-28 21:10:00,series_1,5,463.13492
413.0,2025-07-28 21:15:00,series_1,6,467.7293
407.0,2025-07-28 21:20:00,series_1,7,459.43597
400.0,2025-07-28 21:25:00,series_1,8,446.6908
408.0,2025-07-28 21:30:00,series_1,9,441.7437
410.0,2025-07-28 21:35:00,series_1,10,443.73126
565.0,2025-07-28 21:40:00,series_1,11,423.1861
327.0,2025-07-28 21:45:00,series_1,12,425.98694
294.0,2025-07-28 21:50:00,series_1,13,423.72632
279.0,2025-07-28 21:55:00,series_1,14,401.95016
273.0,2025-07-28 22:00:00,series_1,15,391.79688
291.0,2025-07-28 22:05:00,series_1,16,399.32718
277.0,2025-07-28 22:10:00,series_1,17,389.87927
264.0,2025-07-28 22:15:00,series_1,18,378.6255
269.0,2025-07-28 22:20:00,series_1,19,362.1955
286.0,2025-07-28 22:25:00,series_1,20,350.40857
251.0,2025-07-28 22:30:00,series_1,21,357.53906
214.0,2025-07-28 22:35:00,series_1,22,334.5498
194.0,2025-07-28 22:40:00,series_1,23,328.866
202.0,2025-07-28 22:45:00,series_1,0,217.61755
205.0,2025-07-28 22:50:00,series_1,1,227.80954
195.0,2025-07-28 22:55:00,series_1,2,209.2816
177.0,2025-07-28 23:00:00,series_1,3,191.18362
174.0,2025-07-28 23:05:00,series_1,4,157.27411
159.0,2025-07-28 23:10:00,series_1,5,146.81065
159.0,2025-07-28 23:15:00,series_1,6,135.07957
155.0,2025-07-28 23:20:00,series_1,7,90.167725
157.0,2025-07-28 23:25:00,series_1,8,103.84366
129.0,2025-07-28 23:30:00,series_1,9,103.12178
146.0,2025-07-28 23:35:00,series_1,10,89.53606
120.0,2025-07-28 23:40:00,series_1,11,96.711365
110.0,2025-07-28 23:45:00,series_1,12,85.00409
101.0,2025-07-28 23:50:00,series_1,13,85.46257
105.0,2025-07-28 23:55:00,series_1,14,79.60704
90.0,2025-07-29 00:00:00,series_1,15,79.635666
89.0,2025-07-29 00:05:00,series_1,16,67.655594
96.0,2025-07-29 00:10:00,series_1,17,68.39311
122.0,2025-07-29 00:15:00,series_1,18,75.41107
133.0,2025-07-29 00:20:00,series_1,19,78.2706
113.0,2025-07-29 00:25:00,series_1,20,60.931625
97.0,2025-07-29 00:30:00,series_1,21,71.58464
82.0,2025-07-29 00:35:00,series_1,22,92.64766
69.0,2025-07-29 00:40:00,series_1,23,65.20996
60.0,2025-07-29 00:45:00,series_1,0,67.108215
57.0,2025-07-29 00:50:00,series_1,1,63.934174
54.0,2025-07-29 00:55:00,series_1,2,62.462204
55.0,2025-07-29 01:00:00,series_1,3,77.98103
